Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,soil_type,Wilderness
2837,146,16,430,64,2405,240,236,120,2739,2,30,1
2760,88,12,30,-2,2630,238,220,112,1864,2,20,1
2549,129,13,124,31,285,241,232,118,1463,2,12,1
3279,266,9,30,3,1693,197,244,187,1436,1,32,3
2922,338,3,124,6,4039,214,235,160,6118,1,29,1
3384,241,11,60,3,4320,199,249,187,3609,7,35,3
2992,77,16,247,49,408,239,208,95,1343,1,29,1
3169,113,11,85,7,4549,239,229,119,1944,1,23,1
3209,339,14,300,61,977,190,219,168,2126,2,29,1
3020,71,18,242,33,2372,237,203,90,1940,2,31,3
2897,183,14,510,97,2403,223,249,155,1798,2,26,3
2707,20,10,60,11,1302,213,218,141,2218,2,12,1
2904,136,26,216,80,886,249,220,82,1087,2,33,3
3114,158,19,384,114,601,237,239,123,1549,2,22,3
3422,206,12,703,205,3353,212,251,172,551,1,40,3
3031,53,2,384,121,2051,221,234,150,2713,2,32,3
3172,180,18,540,89,323,224,248,150,1964,2,23,3
2811,53,14,757,128,607,227,210,113,1295,2,11,3
2983,109,27,150,6,420,254,198,53,1273,1,30,1
3098,104,14,150,19,5083,243,221,104,955,2,29,1
3116,41,5,228,25,2457,221,229,144,1080,2,29,1
2945,142,16,301,6,5735,242,234,116,3573,2,30,1
3135,88,7,277,54,1348,231,228,129,3242,1,33,3
3181,105,7,738,58,1214,233,231,130,2363,1,32,3
2987,8,11,175,28,2326,207,218,147,1320,1,29,1
3079,252,15,170,19,5658,186,249,200,2084,2,22,1
3168,152,16,247,63,1034,238,239,126,2092,1,29,1
3037,85,8,295,-8,2995,232,226,126,247,1,22,1
2900,97,14,210,30,3333,242,218,102,4288,2,12,1
3247,64,10,484,99,5970,230,219,122,2075,2,29,1
2945,148,13,636,72,2743,237,239,130,1871,2,26,3
3150,157,12,0,0,3059,233,241,137,1022,2,33,3
3525,81,10,854,312,2669,233,223,121,990,1,40,1
3278,65,34,234,180,4067,229,151,27,1106,1,29,1
3406,159,11,400,206,2584,232,242,140,648,1,32,3
3266,76,32,162,66,3680,240,164,29,2735,1,39,1
2859,126,19,127,11,4703,248,223,95,134,2,30,1
3265,72,18,361,78,785,238,203,90,992,7,39,3
2955,264,9,446,49,5645,199,244,185,2521,2,30,1
2602,29,17,120,23,1518,211,200,120,2837,2,11,3
3101,352,25,764,53,2742,167,188,152,2430,2,24,3
3114,352,11,42,1,1328,200,221,159,2313,1,29,1
2554,121,3,0,0,904,224,237,148,1536,2,10,3
3119,291,36,150,52,2043,98,207,236,3274,1,29,1
2829,40,7,67,5,454,221,224,139,400,2,23,3
2942,268,9,631,36,5626,197,244,185,1994,2,29,1
2694,11,32,108,36,1298,168,157,110,2620,2,29,1
3052,127,7,0,0,2614,232,236,136,3747,1,23,1
2441,341,29,120,40,470,146,182,167,636,6,10,3
3218,135,3,124,5,6034,224,238,150,902,1,19,1
2950,333,7,268,33,3635,203,230,166,2460,2,29,1
3050,11,10,319,61,2448,209,220,147,2045,2,32,3
2343,62,13,30,4,212,230,213,113,242,6,3,3
2766,349,23,210,71,2701,170,194,158,2048,2,29,1
3035,4,21,424,176,1132,188,196,141,3494,1,24,3
3196,189,5,60,0,5513,220,243,159,1040,1,19,1
3266,185,10,764,98,2316,222,247,158,1878,1,31,3
2733,336,11,218,82,2704,195,225,169,1260,2,10,3
2775,320,19,85,6,240,169,219,189,1224,2,30,1
2598,9,3,330,5,787,216,233,154,5464,2,29,1
3274,26,8,731,48,2001,216,222,142,685,1,32,3
3178,63,7,541,36,3255,226,226,134,3951,1,29,1
3065,113,18,782,255,792,248,218,92,1358,1,29,1
3348,287,5,95,9,1209,206,240,172,2012,1,38,3
2918,0,10,0,0,3255,205,221,153,2301,2,23,1
3043,112,5,335,71,2301,229,234,139,2297,1,32,3
2617,10,10,450,-22,807,209,220,148,819,3,11,3
3304,342,28,604,156,4054,152,187,166,2301,1,31,3
3223,129,15,190,36,2821,243,230,111,1008,1,23,3
2719,221,34,153,93,659,159,247,204,1533,2,13,3
3193,317,23,277,90,1165,154,213,196,2100,1,29,1
3100,143,9,212,-2,3817,233,238,136,1173,1,29,1
3342,286,11,300,74,5326,189,240,190,953,1,39,1
2965,117,14,108,-8,4911,244,226,108,576,2,30,1
3453,257,16,67,13,5341,182,248,203,4023,7,38,3
3149,335,22,467,62,3628,165,205,176,1533,1,39,3
2708,63,8,242,54,2244,227,224,131,2078,6,32,3
2832,68,11,240,44,2687,232,218,117,4153,2,30,1
2362,63,23,60,0,90,233,186,72,201,6,10,3
3366,39,10,182,48,4128,221,217,130,1282,1,29,1
3077,358,17,680,161,4365,192,207,151,4164,1,29,1
2792,105,3,150,7,3135,224,236,147,5353,2,12,1
3064,124,23,90,30,3334,251,216,79,5760,2,29,1
3120,150,11,362,25,5420,235,240,134,1357,1,29,1
3288,27,4,446,28,5970,218,230,149,534,1,22,1
3213,217,12,134,6,888,206,252,180,2352,2,23,3
3056,188,25,323,119,3550,213,249,156,1110,2,13,3
3284,165,3,408,44,5189,222,240,154,841,2,29,1
3015,58,18,228,10,4452,230,198,94,849,2,29,1
3054,100,4,497,86,2937,227,234,142,1195,1,32,3
3154,283,14,60,13,2461,181,240,198,1061,1,23,3
3061,262,10,67,4,1541,195,245,189,1804,1,23,3
3178,201,9,361,46,1195,216,248,167,1939,2,32,3
2855,48,12,153,39,3388,224,214,121,2882,2,12,1
2905,279,7,335,-70,1201,200,241,181,474,2,23,3
3116,41,9,319,75,4802,221,220,133,1892,1,20,1
3336,39,9,443,112,3046,221,219,133,3331,7,32,3
3004,27,11,551,0,4283,215,217,137,3321,1,29,1
2978,315,3,450,-11,3425,212,237,163,5633,2,20,1
3221,77,11,626,46,4076,234,220,117,2761,1,23,1
2760,7,17,90,15,1507,197,204,141,1421,1,10,3
2806,350,16,170,39,1020,189,211,159,1956,1,11,3
3126,47,18,216,35,3045,223,199,104,1436,1,23,3
2982,270,6,454,0,4546,205,242,176,4977,2,12,1
3181,290,7,162,13,3974,200,239,178,2072,1,23,3
3278,273,24,481,167,1082,148,238,225,1961,2,29,1
2593,25,7,242,57,2580,217,225,145,641,2,2,3
3210,125,16,658,274,1632,246,226,104,2823,1,33,3
3096,120,9,210,27,1173,236,232,127,3331,1,31,3
2413,149,12,124,-1,0,236,239,132,297,6,4,3
2876,70,13,0,0,497,233,214,111,1406,2,32,3
2882,56,9,430,131,1318,226,222,130,1441,2,32,3
3207,96,5,162,5,2357,228,233,139,1518,1,23,3
2863,142,32,127,62,5079,246,213,69,4534,2,30,1
3065,7,17,509,34,1182,198,205,142,1965,1,24,3
2746,243,19,67,19,1639,180,251,206,1159,2,23,3
3063,296,16,537,85,6164,172,233,200,1605,2,29,1
3404,43,11,258,55,2947,222,216,127,1434,7,38,3
2970,162,8,60,-2,1590,229,242,146,1277,2,29,1
2706,137,22,162,76,1594,248,225,94,2509,2,30,1
3260,343,26,509,111,3962,157,190,165,2195,1,31,3
2680,291,14,134,27,968,181,237,196,1608,2,30,1
3064,59,7,541,30,6376,226,226,134,3271,2,20,1
3086,182,5,0,0,3118,222,244,157,1226,1,23,3
2902,76,4,390,13,3974,225,232,143,3693,2,23,1
3003,236,11,255,55,808,201,250,185,908,2,13,3
2953,72,23,459,165,1998,239,190,71,2206,1,33,3
3142,140,16,693,105,1812,242,234,116,743,2,13,3
3015,1,18,874,146,2491,192,203,146,1410,2,24,3
3249,274,10,108,17,3371,194,243,188,1537,1,23,3
2880,33,13,108,19,2800,217,210,126,2323,1,22,3
3018,89,15,212,17,4205,242,214,98,3663,2,29,1
3047,2,8,234,27,4522,209,225,154,1080,2,29,1
2995,20,6,330,55,1339,216,228,149,730,2,23,3
2909,175,14,450,77,2940,227,247,149,2010,2,12,1
3226,27,15,836,99,2156,212,207,128,2281,7,38,3
3094,6,10,85,9,4352,208,222,150,3404,1,23,1
3196,317,11,552,120,3215,191,231,179,1112,1,32,3
3121,129,7,95,18,960,231,236,137,1744,1,22,1
2656,72,6,382,38,1041,227,228,136,942,3,11,3
2488,98,5,150,12,840,228,233,138,5283,5,18,1
2694,59,15,433,94,1170,230,207,105,2588,2,12,1
2905,355,9,0,0,1262,206,224,157,2411,1,20,3
3053,207,8,516,-5,212,215,247,168,1310,2,23,3
3054,97,11,162,7,3118,238,224,116,6039,2,29,1
3158,314,14,153,19,2471,182,228,186,433,1,33,3
2668,102,10,408,34,837,238,226,119,1724,2,12,1
2602,327,23,90,33,684,156,206,186,2135,2,29,1
2993,237,5,537,-41,1595,211,244,170,1691,2,31,3
3144,135,3,95,3,4709,224,238,150,2071,1,19,1
2616,52,19,285,72,992,226,196,96,1368,2,30,1
3125,72,21,134,45,2938,239,194,76,1050,2,32,3
3158,118,4,283,22,4526,226,236,145,1994,1,22,1
3031,73,27,255,95,1849,239,178,52,2876,1,33,3
2834,118,22,450,168,2312,251,215,81,2089,2,10,3
3000,75,33,30,-15,513,238,159,24,1398,1,30,1
3215,112,13,30,-4,1689,242,225,109,2619,1,22,1
2901,56,14,420,46,732,228,211,113,973,2,32,3
2674,12,9,201,45,769,211,221,147,1401,2,29,1
2547,214,29,124,72,1566,179,252,193,1224,3,3,3
3252,52,25,277,90,4039,224,179,75,3303,1,29,1
2751,94,27,95,30,2197,250,188,0,335,2,13,3
3072,44,15,180,60,1872,222,205,114,3004,1,33,3
2913,83,8,30,3,1048,231,227,128,2242,1,23,1
3250,64,7,488,26,1380,227,226,133,2268,1,29,1
2878,114,8,95,5,2029,233,233,131,2448,2,29,1
2820,59,11,319,32,1095,228,217,120,1351,1,11,3
2864,89,11,395,-63,446,237,222,115,1848,2,29,1
2896,134,30,201,78,832,250,210,64,1052,2,33,3
3112,302,12,30,5,3838,186,234,189,1148,1,22,3
3164,29,12,124,27,1632,216,213,132,170,1,22,1
2620,315,3,331,51,1222,212,237,163,1276,2,11,3
2705,43,8,30,0,916,222,222,135,1621,1,20,1
2819,102,15,170,52,446,244,219,99,1230,5,30,1
2978,73,22,212,54,4538,239,193,73,2067,2,29,1
3093,50,29,127,17,1262,219,165,62,2589,1,24,3
2947,272,8,150,5,5580,198,243,184,2073,1,23,1
3442,105,11,807,209,2236,240,226,115,1536,7,35,1
3241,326,20,400,113,3576,166,213,184,1879,1,31,3
3296,319,21,649,199,3305,161,215,192,3513,2,40,3
2844,115,13,60,-2,3844,243,226,110,6244,2,30,1
3155,17,7,295,67,5116,214,225,147,408,2,29,1
3328,48,6,540,113,2176,223,227,140,2105,1,38,1
3190,352,20,997,392,1509,181,202,155,924,1,33,3
3309,33,10,390,-25,1622,218,218,135,2005,1,35,1
3244,144,2,0,0,5549,222,238,152,726,2,38,1
3036,135,25,192,54,841,249,220,82,2827,1,33,3
2875,16,6,67,7,3013,215,227,149,2628,2,23,1
2748,76,13,255,4,1057,236,216,109,2377,2,29,1
3086,139,22,90,7,691,247,227,96,1664,2,32,3
2522,356,15,30,9,924,195,212,154,5137,2,16,1
3035,258,13,85,21,1765,187,247,198,1465,1,23,3
3219,342,5,85,6,5662,209,232,161,824,1,22,1
3021,63,7,210,3,1712,227,225,132,1776,2,22,1
3289,309,12,433,86,1689,186,232,186,3078,1,39,1
2857,90,20,90,25,1203,246,204,78,2407,2,31,3
2811,58,6,30,0,3608,224,228,138,6150,2,29,1
2912,59,12,306,-10,594,229,215,117,1909,1,24,3
3216,104,2,60,-4,4621,222,236,150,1811,1,22,1
2903,321,12,390,36,3543,188,228,179,3181,2,12,1
3138,312,6,270,30,2230,204,236,170,2493,2,32,3
3005,50,12,420,28,4871,225,214,121,3707,2,29,1
3320,103,15,242,-1,1994,244,220,101,3264,7,38,1
3482,323,14,1176,343,4351,184,225,180,2768,7,40,3
3116,10,15,390,-58,1380,202,209,141,1180,1,29,1
3233,38,11,90,18,1736,220,216,130,2402,1,39,1
2997,276,14,277,81,5796,182,242,199,1276,2,29,1
2998,288,5,616,82,5615,207,239,171,3949,2,29,1
3054,112,8,30,-2,524,235,231,128,1354,1,23,1
3205,7,6,201,-5,4087,213,228,153,3220,1,29,1
3271,56,14,592,80,3863,228,211,113,3776,1,38,1
2962,135,7,342,87,4484,232,237,137,1683,2,12,1
3176,129,16,67,-32,2474,245,228,107,2882,7,29,1
3139,128,17,192,21,3648,246,227,104,192,1,33,3
2844,107,13,192,23,1203,242,223,108,1884,1,29,1
3024,131,9,108,8,3089,235,235,132,417,2,29,1
3666,102,20,994,411,2613,249,210,81,1129,1,40,1
2877,39,13,421,35,2640,220,212,124,997,1,31,3
3190,114,9,713,180,2431,236,231,125,2894,1,31,3
3169,119,11,0,0,1343,239,231,121,2469,1,22,1
3029,347,3,424,123,2753,213,234,159,1637,1,23,3
3245,252,6,666,101,2098,207,244,176,2032,1,31,3
2884,139,5,404,64,2305,228,238,144,2679,2,29,1
2684,107,19,192,38,2241,249,213,85,2131,6,10,3
3057,285,7,450,66,5823,202,240,178,4805,2,12,1
3145,48,6,30,6,4953,223,227,140,2774,2,23,1
2709,154,21,30,5,2477,239,237,117,2214,2,30,1
3127,301,12,42,2,3893,186,235,189,1195,1,22,3
3324,14,13,182,56,3370,207,213,141,1758,1,38,1
3024,191,23,240,73,1543,212,250,160,1168,2,13,3
3077,116,13,212,45,534,242,227,111,1316,1,23,1
2966,36,17,892,168,3107,217,200,113,926,2,10,3
2724,116,7,150,8,1261,233,233,133,1972,2,12,1
2721,90,9,457,-29,1415,233,227,125,1381,2,29,1
2570,67,17,120,22,1550,234,204,96,4432,2,29,1
3322,41,17,466,88,1620,219,200,110,2215,1,39,1
2808,225,4,255,63,3210,214,243,166,6091,2,12,1
2814,70,13,150,33,2040,234,213,108,2995,2,29,1
2772,33,15,642,97,626,216,206,122,1320,2,11,3
2827,99,18,85,13,3636,246,213,89,6217,2,12,1
2599,77,16,127,17,2970,239,209,96,1053,6,11,3
2987,118,4,124,6,1650,226,236,145,1411,2,29,1
3037,10,8,509,59,5437,211,224,149,6275,2,12,1
3064,155,21,808,236,4494,239,237,117,1495,2,33,3
2739,169,10,127,21,1784,228,244,148,2583,2,30,1
3391,342,4,342,123,5178,212,234,160,659,1,38,1
2966,301,3,365,85,1610,211,238,165,1320,2,31,3
2908,171,10,366,66,3178,227,245,149,2371,2,12,1
3126,329,6,30,6,4781,207,233,165,2728,2,29,1
3073,135,1,655,39,6267,220,238,154,3346,2,29,1
2717,43,8,480,100,1116,222,222,136,716,2,12,1
3153,56,10,120,10,4268,227,218,124,3494,1,22,1
2993,331,15,30,6,480,183,220,175,1115,2,32,3
3256,106,14,525,217,3662,243,223,107,2046,1,32,3
2890,93,18,42,12,1172,246,209,85,1678,2,30,1
3139,111,4,242,44,888,227,235,143,2462,2,31,3
2978,62,18,351,62,4713,232,201,94,3797,1,29,1
3119,35,15,180,13,930,217,206,120,1950,1,22,3
3385,45,7,153,11,3803,222,225,138,2779,7,39,3
2871,138,13,170,45,2689,239,235,123,2154,2,12,1
2976,63,13,618,95,1681,231,214,113,2920,2,33,3
2949,209,20,0,0,2318,201,254,182,1786,2,33,3
2873,114,11,518,120,3359,240,229,118,2910,2,12,1
2906,255,11,85,10,4965,194,247,191,1337,2,30,1
2871,20,10,339,49,1710,213,218,141,2826,2,26,3
3744,18,21,955,335,4804,198,191,123,2947,7,40,3
2674,72,12,362,88,1371,233,217,114,757,2,29,1
3178,0,11,560,85,2694,204,220,153,3711,1,30,1
2485,61,5,0,0,1237,224,229,141,1121,6,17,3
3021,346,14,85,17,4131,192,217,162,3797,1,29,1
2957,72,15,391,12,765,236,210,102,1919,1,32,3
2978,38,13,525,-16,792,219,212,125,603,2,31,3
2844,203,28,120,47,1260,193,251,176,2809,5,4,3
2901,53,23,511,134,607,226,184,81,1460,2,29,1
2750,308,5,0,0,1723,205,237,171,2553,2,20,1
3235,225,1,256,-15,2931,218,239,158,331,2,23,3
3009,235,29,511,323,2220,157,250,218,1307,2,13,3
3025,104,9,30,2,2577,236,229,124,1443,2,23,3
2926,0,8,182,30,4519,208,225,154,5984,2,12,1
2807,76,17,430,139,446,239,206,92,2241,5,24,1
2647,78,8,30,2,2310,231,226,128,900,2,10,3
2985,109,9,228,20,5113,236,230,124,5952,2,12,1
3297,77,12,240,71,4377,235,218,113,1273,1,29,1
3319,248,10,255,3,3596,198,248,187,1838,1,32,3
3014,108,2,872,88,5412,223,236,149,5950,2,12,1
3111,22,20,964,242,2729,204,194,121,2046,2,24,3
2543,29,16,120,19,466,213,204,123,3074,2,29,1
3069,193,8,0,0,2164,220,246,161,162,1,31,3
3106,53,2,0,0,937,221,234,150,1705,1,22,1
3034,150,4,90,-5,3263,225,239,150,1087,2,32,3
3115,80,23,361,90,2268,243,192,67,1761,1,33,3
2967,348,17,741,169,3037,186,210,161,872,2,10,3
3172,316,14,175,47,1324,183,228,184,2251,1,29,1
2824,81,10,350,64,1879,233,223,121,2814,2,29,1
3142,268,21,805,221,3434,162,243,218,2174,1,31,3
3309,201,10,480,121,1295,216,249,167,2644,1,29,1
3024,324,26,362,138,6041,146,202,191,4869,2,24,1
3096,141,12,134,29,3242,238,237,127,3014,1,30,1
3043,52,20,902,207,1451,226,193,93,2661,2,33,3
3042,254,13,108,28,1736,190,248,196,1440,1,23,3
3162,248,4,663,241,3076,211,243,170,2563,2,31,3
2956,62,9,268,6,2174,228,221,125,2438,2,31,3
3123,135,6,0,0,3139,230,237,140,3285,1,23,1
3305,325,9,201,0,4987,197,230,172,3185,7,38,3
3401,259,1,930,195,1230,216,239,161,1956,1,32,3
3085,89,16,134,42,828,243,212,93,1655,1,32,3
3017,39,10,150,13,2083,221,218,131,1550,2,31,3
2982,335,4,330,30,4368,211,234,162,5466,2,12,1
3292,62,6,342,29,5944,225,228,138,417,1,22,1
2700,222,38,108,73,716,146,243,208,1507,2,13,3
2758,352,14,42,9,3510,194,214,158,5794,1,29,1
3125,59,12,67,-1,1914,229,214,116,2418,2,29,1
3014,32,9,30,2,1989,218,220,137,3079,1,31,3
3109,163,13,270,-19,6357,232,243,139,2525,2,29,1
3318,333,17,1290,301,1911,180,216,175,1935,7,39,3
2777,280,38,212,131,1149,93,213,245,1492,2,13,3
3358,75,39,272,118,2298,233,138,0,649,7,39,3
3194,209,12,256,103,3565,211,251,173,484,2,33,3
3159,117,20,335,46,930,250,217,86,1871,2,29,1
3165,117,24,339,89,3334,253,209,70,511,1,33,3
3442,203,14,547,49,3227,212,252,172,240,1,38,3
3259,178,9,60,2,3018,224,246,154,964,1,23,1
2455,25,12,228,99,576,214,215,135,708,6,10,3
3272,57,22,162,24,3104,229,189,82,2394,1,29,1
2900,3,4,150,18,3842,214,232,155,3721,2,29,1
2975,72,13,67,13,5261,234,215,111,2418,1,29,1
2866,90,5,437,72,2163,228,231,137,1707,2,12,1
3263,164,28,703,264,854,232,234,113,1473,2,27,3
3216,139,5,90,3,5815,228,238,144,1015,1,23,1
3149,297,20,192,72,4474,160,229,208,1224,1,22,1
2839,41,15,240,96,1302,221,205,116,1203,2,32,3
2959,31,6,313,132,5025,219,228,145,4937,1,29,1
2768,17,13,30,4,3140,209,213,139,875,2,24,3
2925,353,21,228,66,680,180,199,154,1708,2,24,3
2919,245,26,365,210,2458,157,249,222,920,2,13,3
2811,137,10,67,7,3444,236,236,131,6157,2,20,1
2539,31,12,60,-1,175,216,213,130,1415,6,10,3
3056,275,16,402,157,5305,174,242,206,708,2,29,1
3092,156,11,60,7,4725,233,241,138,1298,1,29,1
2602,354,16,85,20,1419,192,211,155,4968,2,12,1
3051,111,12,67,7,3411,241,227,114,541,2,29,1
2571,189,17,258,62,2026,218,251,160,1800,3,2,3
2727,0,19,30,9,1749,189,201,147,3331,2,20,1
2533,341,11,60,9,1448,197,224,165,4387,2,18,1
3257,209,7,268,-17,2781,215,247,168,514,1,22,3
2853,222,18,212,65,2125,195,254,191,1825,2,13,3
2837,337,21,518,278,1198,169,206,173,938,2,33,3
2945,239,15,85,19,2576,191,252,197,247,2,33,3
3122,42,7,30,-1,1999,221,225,139,2863,1,23,1
3243,159,3,30,-1,5520,223,240,152,711,2,38,1
2728,145,4,247,17,930,225,239,149,2014,1,12,1
3267,136,20,234,-5,1252,246,228,101,2866,1,22,1
3330,344,16,108,37,2418,187,214,165,2695,1,29,1
2809,185,25,313,143,2117,215,247,150,2147,3,10,3
2687,117,14,42,5,2279,244,226,108,1959,2,30,1
3031,338,8,552,27,4020,204,229,165,4417,2,29,1
3306,97,11,175,-4,1973,238,224,116,1116,7,39,3
3044,13,10,350,18,426,210,219,145,616,2,31,3
3246,8,8,313,88,4918,211,223,150,1650,1,29,1
2648,56,18,134,24,1682,229,198,95,2100,2,24,3
2939,330,8,90,7,3655,202,231,168,6414,2,29,1
2554,219,32,85,48,1682,166,250,201,376,3,4,3
2968,50,14,376,95,5808,226,208,113,4372,2,29,1
2559,75,8,95,14,582,230,225,127,1170,2,9,1
2960,30,15,120,24,1209,214,205,123,1112,1,24,3
2790,350,5,60,2,446,210,231,159,824,2,23,1
2754,358,6,400,58,2007,211,229,156,2105,2,12,1
3184,333,13,854,103,1505,191,223,172,2552,1,32,3
2847,67,20,30,12,2571,236,196,84,2107,1,20,3
3311,81,3,150,-2,3825,223,234,146,2469,7,38,1
3039,210,13,0,0,2045,210,252,175,190,1,31,3
2870,83,6,0,0,4205,228,230,137,3152,2,23,1
2611,155,26,85,31,1001,239,232,105,3342,2,29,1
3149,90,1,285,7,3262,221,236,151,4084,1,23,1
2791,41,26,153,61,1172,213,175,83,1627,2,24,3
3310,109,18,216,37,2333,248,217,91,1931,1,32,3
2839,86,3,371,-15,1867,224,234,145,1994,2,29,1
2902,215,4,210,22,3728,216,243,164,3866,2,12,1
2826,297,20,228,61,2428,160,229,208,1182,2,24,3
2789,119,10,30,4,2023,237,232,125,2155,1,12,1
2606,161,18,182,106,1468,235,241,130,1302,2,11,3
2911,131,4,30,-4,1103,227,237,145,3020,1,23,1
3168,225,5,170,-7,3141,213,245,169,1245,2,32,3
2870,137,30,134,67,4849,249,213,68,4654,2,30,1
3001,41,9,60,13,1855,221,221,134,1436,1,29,1
2922,288,2,175,26,5340,213,239,164,4676,2,30,1
3079,206,25,339,-14,3046,196,253,180,871,2,34,3
2968,0,9,569,141,4938,206,222,154,5282,1,12,1
3011,49,10,268,-3,2398,224,218,126,2649,2,32,3
2941,21,23,134,82,1253,198,185,115,3212,1,24,3
3052,90,13,671,229,218,239,219,109,886,2,32,3
3244,81,14,108,-6,4543,238,214,103,3616,1,22,3
2940,313,10,192,33,3525,194,233,179,2492,2,29,1
2597,30,9,90,-3,212,218,220,137,1357,2,9,1
2939,36,18,0,0,636,216,198,112,2391,2,29,1
2807,357,10,30,6,2429,204,221,155,1099,2,23,3
3014,51,13,384,54,4917,226,211,116,3719,2,29,1
2854,291,9,67,3,638,194,239,184,488,1,13,3
2956,42,6,124,-4,1395,221,227,141,2117,2,23,1
3367,228,6,914,165,2880,211,246,172,1319,1,38,3
2778,65,13,180,35,2844,232,214,112,6528,2,12,1
3203,28,18,382,140,1142,209,197,118,424,1,22,1
2505,150,5,30,-3,1761,227,240,147,1689,6,17,3
2509,332,17,234,42,1320,179,217,176,962,3,10,3
3193,122,8,30,-3,3690,233,234,133,3041,1,23,1
3137,112,10,90,4,5372,238,229,121,2033,1,29,1
2745,243,30,90,36,2226,147,247,226,781,2,13,3
2871,32,8,0,0,301,219,224,141,2240,2,23,1
3031,250,12,872,128,6013,192,249,194,3746,2,29,1
2913,85,8,256,-14,633,232,226,126,1965,2,22,1
3419,93,28,603,-14,2456,250,185,44,2182,1,40,1
3195,338,11,313,23,4495,196,225,167,1590,1,29,1
3022,315,1,108,0,3427,216,237,159,60,2,19,1
3014,245,12,319,3,1958,196,249,190,871,2,31,3
2699,320,15,30,3,2804,179,224,184,2060,5,29,1
2980,13,21,175,52,2448,195,193,130,1838,1,33,3
2957,270,33,430,26,2053,119,230,240,1103,2,23,3
2734,338,25,42,15,3234,157,195,173,1655,2,29,1
2946,315,7,234,39,3528,201,234,172,2521,2,29,1
2838,4,13,182,27,1387,202,214,148,2920,1,11,3
3035,311,5,30,2,2877,206,236,169,2730,1,23,1
3115,216,8,268,-23,2546,212,248,173,631,1,32,3
2790,337,23,277,114,2330,163,201,173,2320,2,29,1
3261,266,3,765,151,1771,211,241,167,2405,1,31,3
3289,28,14,313,-9,4322,214,210,129,1445,1,29,1
2584,169,13,541,114,636,230,245,144,685,3,2,3
2908,135,14,216,51,3498,241,234,119,2793,2,29,1
2680,61,12,474,136,1176,230,215,117,1392,2,23,1
3079,133,8,201,15,3820,233,236,135,335,2,29,1
2930,41,9,60,0,1770,221,220,133,1661,1,23,1
2610,125,11,90,-14,2605,239,232,121,1973,2,11,3
2945,135,9,361,98,1616,235,236,132,2304,2,32,3
2949,135,8,234,17,4412,233,237,135,5700,2,29,1
3197,266,4,437,25,5998,210,241,169,2154,2,23,1
2962,238,9,342,53,5801,204,248,181,3008,2,29,1
3085,238,21,474,164,3073,176,252,209,2259,2,31,3
2939,242,13,408,36,5634,195,250,192,3669,2,29,1
3257,79,11,417,52,3180,234,220,117,4569,1,40,1
2993,202,11,170,42,4015,215,250,169,932,2,29,1
2979,28,25,108,31,1678,202,178,101,3581,1,29,1
2524,51,6,60,7,510,223,226,138,258,2,16,1
2608,346,4,30,0,1974,212,233,159,2728,6,17,3
3285,181,16,525,83,2850,224,248,152,1003,2,36,3
2902,118,20,228,75,1110,250,218,87,330,5,30,1
3445,327,20,330,160,3648,166,212,184,1784,1,40,1
2774,236,21,30,9,2287,178,253,207,722,1,13,3
3114,213,13,150,4,1392,208,252,177,2460,1,33,3
3024,15,7,67,9,942,214,225,148,234,1,24,3
3161,124,7,60,-6,2353,232,235,136,1471,1,23,3
2964,10,18,664,95,2317,197,201,137,1541,2,24,3
2746,164,15,42,10,926,232,244,138,553,2,3,3
3064,31,21,342,0,4241,209,190,109,3013,2,29,1
3026,307,11,42,4,1834,188,233,185,1590,1,21,3
3037,34,17,443,128,4369,215,200,115,4535,1,29,1
3355,290,16,234,48,3629,172,236,203,1699,1,32,3
2985,222,14,518,85,5662,202,252,185,4087,2,29,1
2671,159,8,551,2,713,229,242,145,1307,3,11,3
3030,339,22,577,176,5052,167,202,171,450,2,29,1
2687,16,11,30,2,1973,211,217,142,6799,1,12,1
2866,220,17,95,22,3996,197,254,188,3483,1,30,1
3206,75,12,297,89,450,234,217,113,1717,1,32,3
3106,310,18,591,185,3200,168,225,196,2230,1,31,3
2943,353,16,642,80,2831,191,211,156,1782,2,29,1
2764,120,10,60,7,2066,238,231,123,3387,2,29,1
2750,113,10,30,-4,1146,237,230,123,849,2,31,3
2887,137,8,379,71,3593,233,237,135,3097,2,12,1
2871,63,25,0,0,424,233,181,67,2287,2,30,1
3168,6,7,277,33,2979,212,226,152,1104,2,29,1
2828,18,13,95,6,1510,210,213,138,2706,1,24,3
3099,175,3,365,22,2531,221,240,156,2003,1,32,3
3226,237,16,782,117,540,190,252,197,2918,2,32,3
2649,108,16,514,-78,1195,246,220,98,3844,2,29,1
2823,100,23,42,10,932,250,203,69,2131,2,33,3
2885,212,6,450,87,2052,215,246,168,800,5,31,3
2959,113,10,240,40,5460,237,230,123,3966,2,29,1
2939,256,7,150,28,3748,204,245,179,4772,2,12,1
2821,18,2,446,79,3273,217,234,154,6245,1,12,1
2882,210,19,30,3,1368,203,254,181,2718,2,13,3
3146,255,11,306,37,134,194,247,192,3069,2,23,3
2975,207,2,162,2,2419,218,241,160,1891,2,29,1
3227,23,18,560,173,3702,207,200,124,1869,1,31,3
2766,6,12,60,4,713,205,217,148,2444,2,13,3
